event_id,start_at,end_at,name,url,host,host_id,calendar_slug,calendar_name,location,city_state,lat,lng,guest_count,ticket_count,location_type,first_seen,sources
evt-M0SgBkn0wWC4sLC,2026-05-24T07:00:00.000Z,2026-05-24T08:30:00.000Z,Tura de duminică Cluj,https://lu.ma/714l1a72,Andrei Catinas,usr-FGJ121ix75DkgRJ,turadeduminica,Tura de duminică,"Public street water pump, Parcul Central, Parcul Central, Cluj-Napoca, Romania","Cluj-Napoca, Județul Cluj",46.772042,23.583263,11,11,offline,2026-05-05,calendar:turadeduminica|geo
evt-wIUM2XFgD6Upz8p,2026-05-26T15:00:00.000Z,2026-05-26T17:30:00.000Z,Founders Club CLUJ: From Cluj to Europe-Building Local Products with Global Impact,https://lu.ma/6fefxqzt,Contact | ROTSA,usr-qUdJGCQMVvGBCC5,,Personal,"ClujHUB, Strada Ferdinand 22-26, 3rd Floor, 400110 Cluj-Napoca, Romania","Cluj-Napoca, Romania",46.772967699999995,23.5893882,58,58,offline,2026-05-18,geo
evt-snjqk5EdKZCFAkk,2026-05-26T16:00:00.000Z,2026-05-26T19:00:00.000Z,Product drinks in Cluj-Napoca,https://lu.ma/bz5esyht,ioana simtion,usr-aMpBhoadgn8Ypdr,productro,Product Makers Romania,,"Cluj-Napoca, Romania",46.7675,23.5875,9,9,offline,2026-05-13,geo
evt-ugaMvQL9qVfJls2,2026-05-27T16:00:00.000Z,2026-05-27T17:00:00.000Z,HGRC X Sports Festival,https://lu.ma/dr304mpz,Hot Girl Run Club,usr-s89frBDRsWnkllH,,Personal,"Hungarian Opera, Strada Emil Isac 26-28, 400023 Cluj-Napoca, Romania","Cluj-Napoca, Romania",46.7724841,23.584030199999997,45,45,offline,2026-05-26,geo
evt-LkoVHJUDYjeaJKz,2026-05-28T15:00:00.000Z,2026-05-28T19:00:00.000Z,AI & Automation Meetup | Cluj-Napoca,https://lu.ma/sdyzxvos,Flowgrammer.club,usr-pLaRClltTuC1vEf,flowgrammerclub,Flowgrammer.Club,"Founders Hive, Strada 13 Septembrie 12a, 400394 Cluj-Napoca, Romania","Cluj-Napoca, Romania",46.7757308,23.6008468,51,51,offline,2026-05-14,geo
evt-o05uEJCIYfTl9Et,2026-05-28T15:30:00.000Z,2026-05-28T23:00:00.000Z,🎓 ETHCluj 2026 Arbitrum Workshop - Recap & Next Steps🧑‍💻,https://lu.ma/txcq6we0,ETHCluj,usr-lYPkti7kLQvStiU,ETHCluj2026,ETHCluj 2026,"Hub UTCN, Old Town, Cluj-Napoca, Romania","Cluj-Napoca, Romania",46.7735189,23.5874483,21,21,offline,2026-05-21,geo
evt-uFKte54EVIX13uT,2026-05-28T16:30:00.000Z,2026-05-28T18:30:00.000Z,Cluj Data & AI Meetup #5,https://lu.ma/brvapwlc,Sorin Marian,usr-dxh4k7g80l1RAg2,,Personal,"Strada Alverna 16, 400347 Cluj-Napoca, Romania","Cluj-Napoca, Romania",46.758254199999996,23.6113713,4,4,offline,2026-05-28,geo
evt-bwTks1agxevlRPy,2026-05-31T07:00:00.000Z,2026-05-31T08:30:00.000Z,Tura de duminică Cluj,https://lu.ma/uxcluk7k,Andrei Catinas,usr-FGJ121ix75DkgRJ,turadeduminica,Tura de duminică,"Public street water pump, Parcul Central, Parcul Central, Cluj-Napoca, Romania","Cluj-Napoca, Județul Cluj",46.772042,23.583263,7,7,offline,2026-05-05,calendar:turadeduminica|geo
evt-PODTritJL8R3tOQ,2026-06-03T06:00:00.000Z,2026-06-03T08:00:00.000Z,Cluj Design Coffee Meet #1 | Navigating Design Roles in 2026,https://lu.ma/xe1j4620,Andrei Bohateret,usr-7tvrJRiyf2VGNmb,,Design Community Cluj,,"Cluj-Napoca, Romania",46.7775,23.605,7,7,offline,2026-05-29,geo
evt-paqYvZ7s67sBPoF,2026-06-03T16:00:00.000Z,2026-06-03T17:00:00.000Z,Midweek Run #10,https://lu.ma/mlofef6e,Hot Girl Run Club,usr-s89frBDRsWnkllH,,Personal,"Hungarian Opera, Strada Emil Isac 26-28, 400023 Cluj-Napoca, Romania","Cluj-Napoca, Romania",46.7724841,23.584030199999997,18,18,offline,2026-06-03,geo
evt-f2diPOV4oenkFwT,2026-06-05T13:00:00.000Z,2026-06-05T20:00:00.000Z,build fridays cluj - work on your startup alongside others (bring laptop),https://lu.ma/uqrga0bx,Schipor Vasile,usr-m99F44Bc25Bekua,,Personal,"Founders Hive, Strada 13 Septembrie 12a, 400394 Cluj-Napoca, Romania","Cluj-Napoca, Romania",46.7757308,23.6008468,22,22,offline,2026-05-29,geo
evt-CYQEKSOE9k3MgOw,2026-06-07T07:00:00.000Z,2026-06-07T10:00:00.000Z,HOT GIRL RUN CLUB x NIKE RUNNING: FULL HORSEPOWER,https://lu.ma/mgrc6qog,Hot Girl Run Club,usr-s89frBDRsWnkllH,,Personal,"Hungarian Opera, Strada Emil Isac 26-28, 400023 Cluj-Napoca, Romania","Cluj-Napoca, Romania",46.7724841,23.584030199999997,69,69,offline,2026-06-05,geo
evt-Q5aZaTNx7hbOuGZ,2026-06-07T07:00:00.000Z,2026-06-07T08:30:00.000Z,Tura de duminică Cluj,https://lu.ma/okeevpv0,Andrei Catinas,usr-FGJ121ix75DkgRJ,turadeduminica,Tura de duminică,"Public street water pump, Parcul Central, Parcul Central, Cluj-Napoca, Romania","Cluj-Napoca, Județul Cluj",46.772042,23.583263,7,7,offline,2026-06-03,calendar:turadeduminica|geo
evt-DM96KRC3SGd7kfD,2026-06-09T15:00:00.000Z,2026-06-09T18:30:00.000Z,The Last Programmer - A Conversation About Who We Become,https://lu.ma/hn224xgq,Calin Buzan,usr-Mnr3hR36QmD94oz,beeglobal,BeeGlobal,"ABC Incubator, Strada Constantin Brâncuși nr. 55, 57-59, 400458 Cluj-Napoca, Romania","Cluj-Napoca, Județul Cluj",46.765554699999996,23.6051833,17,17,offline,2026-05-23,geo
evt-8ZmxXP0zZSIQfW0,2026-06-09T15:30:00.000Z,2026-06-09T18:00:00.000Z,Is your AI Safe enough?,https://lu.ma/9zr55ox5,Robert Pop,usr-CAVzp8q58ZCQrTx,cluj-ai,Cluj AI,"Betfair Romania Development, The Office Building, Bulevardul 21 Decembrie 1989 77, Entrance A, 4th floor, 400604 Cluj-Napoca, Romania","Cluj-Napoca, Romania",46.776267600000004,23.6041168,103,103,offline,2026-05-30,geo
